id,userName,userImage,date,score,scoreText,url,title,text,replyDate,replyText,version,thumbsUp,criterias,positive_review,negative_review,positive_review_keywords,negative_review_keywords,topic,topic_probability,topic_name
b9123964-e32c-45ed-a136-ae89788bc844,君島勇作,https://play-lh.googleusercontent.com/a/ACg8ocK1z3VqTv8tlV04Sg6-egD4TWJQq32IetYSGx5HpEQbRaOF_A=mo,2024-11-21T17:19:08.926Z,3,3,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=b9123964-e32c-45ed-a136-ae89788bc844,,毎日使うアプリです星3にしますバイバイ！,2024-11-21T23:43:19.441Z,毎日ご利用いただきありがとうございます！,,1,"[{'criteria': 'vaf_phase1_gif_support', 'rating': 3}, {'criteria': 'vaf_phase1_file_sharing', 'rating': 3}, {'criteria': 'vaf_phase1_voice_messaging', 'rating': 3}]",毎日使うアプリであることから、日常的に役立っていると考えられます。,評価が星3で「バイバイ！」と記載されていることから、満足度が高くなく、別のアプリに乗り換える可能性があります。,"['毎日', '使う', 'アプリ', 'こと', '日常的', '役立っ', 'いる', '考え', 'られ']","['評価', '星', '3', 'バイバイ', '記載', 'さ', 'れ', 'いる', 'こと', '満足度', '高く', '別', 'アプリ', '乗り換える', '可能性', 'あり']",-1,0.0,-1_いる_不満_こと_ポイント
41652d29-a2be-4db0-a9bb-e6ede2ee207a,北川みゆき,https://play-lh.googleusercontent.com/a/ACg8ocJV6ptF6EbbRRTuwWhKu4aIkC0Aa43S7xVgbBvW4BgVr-6EqQ=mo,2024-11-21T13:04:37.300Z,5,5,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=41652d29-a2be-4db0-a9bb-e6ede2ee207a,,楽しい,2024-11-21T23:42:24.390Z,ありがとうございます！楽しく使っていただけるのは本当に嬉しいことです！これからも楽しいコンテンツをご提供できればと思いますのでどうぞよろしくお願いいたします！,9.6.2,0,[],楽しい,-,['楽しい'],[],0,0.9386144423181391,0____
3d7d161c-bc49-4bbc-8e6c-5739394032b8,maru mama,https://play-lh.googleusercontent.com/a-/ALV-UjVbgUn5Va8yWOmwg-w80TxmrStXIJZVDV9U7YjevnB5MqnuSco,2024-11-21T06:22:58.158Z,3,3,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=3d7d161c-bc49-4bbc-8e6c-5739394032b8,,2024/11/11 18頃より 現在同日22:45動画が再生されませんが何か不具合でも？ Wi-Fiに接続してポイ活 私的には斬新だと思いました ただ 昼と18時位から動画再生ができなくなります アプリのサーバへの負荷がありすぎるのでしょうか？ モヤっとしますので★1つ減らしました 2024/11/21 特定の時間というのは現在はほぼ無くなりましたが動画を視聴してもポイントがつかず動画再生ループに突入してしまうことがあります アプリを開くことが少なくなってきています,2024-11-21T23:40:02.391Z,"追記で教えていただき、ありがとうございます。ポイントつかずに再生ループに入ってしまうのは最悪ですね、、申し訳ございません。。こちらもしよければアプリ内のご意見・ご要望からご状況送っていただけないでしょうか？maru mama様のログを調査させていただき、問題解決できる可能性がございます。
お手数おかけしますが、問題解決のためにお力をお借りできますと幸いです。よろしくお願いいたします。",9.6.2,2,[],- Wi-Fiに接続してポイ活をするアイデアが斬新だと感じた。,- 特定の時間に動画の再生ができなくなることがあった。,"['Wi-Fi', '接続', 'し', '活', 'する', 'アイデア', '斬新', '感じ']","['特定', '時間', '動画', '再生', 'でき', 'なる', 'こと', 'あっ']",2,1.0,2_動画_再生_視聴_ポイント
120a109d-56ac-4f85-9836-768b706ce5ec,藤嶋正,https://play-lh.googleusercontent.com/a/ACg8ocIPwwZCqJWY42ATWym42DnrYyR1ypFDHGL7aZoY2A0FvCZVhg=mo,2024-11-21T06:14:14.102Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=120a109d-56ac-4f85-9836-768b706ce5ec,,一言で言うなら最悪 電池消費が激しい 通信が遅い ポイント交換しても交換先ポイント追加されてない 等々,2024-11-21T03:33:02.721Z,"いつもアプリをお使いいただき、ありがとうございます！
ひとことで言うと最悪とのことで、ご不快な思いをさせてしまっておりましたら申し訳ございません。
具体的にどの機能、どのポイントでそう思われるのか、おうかがいできますと幸いです。
今後の改善に繋げられればと思います。
よろしくお願いいたします！

～タウンWifiでは、有人オペレーターによるチャットサポートを行っております～
（平日10:00-17:00は有人オペレーターにて対応）

その他→ヘルプ→キーワード入力→記事を選択→解決しなかった→記事を選択→送信→「今すぐ有人オペレーターと会話したい」をタップ

ぜひご利用ください！",,1,[],-,- 電池消費が激しい  ,[],"['電池', '消費', '激しい']",-1,0.0,-1_いる_不満_こと_ポイント
67a4d98a-0a5d-44ba-8526-93edaf744105,北村誠,https://play-lh.googleusercontent.com/a-/ALV-UjVk5dlqtH7crl70FdT_da6L0Q_uZUIuOunL6stxeZwMoiL_lYr-,2024-11-21T05:05:39.917Z,5,5,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=67a4d98a-0a5d-44ba-8526-93edaf744105,,結構いいアプリです。,2024-11-21T23:37:56.278Z,ありがとうございます！とても嬉しいです！！すごくいいアプリになれるようにこれからも開発頑張ります！,9.6.2,0,[],結構いいアプリです。,-,"['いい', 'アプリ']",[],0,0.9409395088576038,0____
3e7ad763-c747-4d22-9880-8ef350e5b024,Mor “MoriQ” Imori,https://play-lh.googleusercontent.com/a/ACg8ocLQqfxk-Zjtk8Mep4T_vzGOb6cPOUuU4eSXVjAHBtVOnUmCnw=mo,2024-11-21T04:54:05.780Z,3,3,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=3e7ad763-c747-4d22-9880-8ef350e5b024,,ポイントは気にせず、シンプルに自動WiFi接続ツールとして使っています。気づいたらなんだか勝手にアプリが落ちてたりして再起動しておりますが、モバイルデータ結構減ったかも…と不安になる事もあります。ポイ活だかに力入れるより、初心を思い出してシンプルなツールの開発もお願いしたいところです。,2024-11-21T23:37:28.862Z,"ご意見ありがとうございます。おっしゃる通りでちょうど今期からWiFiに力を入れようとチームで取り組んでおりますのでご期待ください。勝手にアプリが落ちる件、申し訳ございません。今までは自動復帰できるようにしてたのですが、Androidの新しい制約の都合でそれが難しくなってしまい、もしかすると以前よりも落ちていると感じる頻度が増えてしまっているかもしれません。なるべくエラーなどで落ちないアプリを目指してまいりますので引き続きよろしくお願いいたします。
",9.6.2,24,[],-,アプリが勝手に落ちることやモバイルデータの消費が心配になる点、開発がシンプルなツールにフォーカスしてほしいという要望。,[],"['アプリ', '勝手', '落ちる', 'こと', 'モバイル', 'データ', '消費', '心配', 'なる', '点', '開発', 'シンプル', 'ツール', 'フォーカス', 'し', 'ほしい', '要望']",6,1.0,6_アプリ_こと_表示_停止
00d8ba2e-6e84-4b67-a2e0-7b8a501ba5b0,Happa Ka,https://play-lh.googleusercontent.com/a-/ALV-UjWtSfcZ3RcO6cE7W6H1uMD-yrARTcuh2bFIRyvGSp1llAnb9trYqQ,2024-11-20T21:57:08.151Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=00d8ba2e-6e84-4b67-a2e0-7b8a501ba5b0,,"実在しないアプリ(地上波テレビ視聴),文字化け海賊版,ポルノ,違法賭博,詐欺,spam,特定商取引法順序を謳う表示義務違反が多数。Xiaomi製スマホだと広告見ただけで勝手にインストールされるアプリ(Metalstorm,GoingBall等)がある。 誤タップ狙いのダークパターンが多い。ストレージを軽くギガで消費し増え続ける。",2024-11-20T00:44:59.360Z,"アプリ名教えていただき、ありがとうございます！度々お手数おかけしてしまうのですが、もしよければアプリのその他タブ内にあるご意見ご要望から、お問い合わせいただけないでしょうか？そうすることで、Happa Ka様のログをもとに広告を突き止めて停止することができます。
その際、もしわかれば発生した日時も教えていただけますと幸いです。
度々お手間をおかけしてしまい申し訳ございませんが、よくない広告が出ないよう、お力をお借りできますと幸いです。よろしくお願いいたします。",9.6.2,23,"[{'criteria': 'vaf_phase1_file_sharing', 'rating': 2}, {'criteria': 'vaf_phase1_paid_stickers', 'rating': 2}, {'criteria': 'vaf_phase1_voice_messaging', 'rating': 2}]",-,- 実際には存在しないアプリが多く、詐欺的な要素が強い,[],"['存在', 'し', 'アプリ', '多く', '詐欺', '的', '要素', '強い']",1,0.5961086300398911,1_広告_れる_表示_多く
39e3b3ca-522a-4944-ae84-592dd8d3a711,ほのかWitch,https://play-lh.googleusercontent.com/a-/ALV-UjUjzLQcHu48xxDMKV6rO-a75RVWRZ0xmrnFmwDyNTSx3OWEAAhJ,2024-11-20T17:04:23.320Z,5,5,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=39e3b3ca-522a-4944-ae84-592dd8d3a711,,街中に住んで居る方なら超おすすめです Wi-Fiを結構な頻度で繋がりますしポイントがガリガリ貯まります、スタンプの保留が増えたのも嬉しい限り。3の日イベントを活用すれば一ヶ月に900円～600円前後は行けます。ゲームでもポイント貯まるのがいいです,2024-11-21T23:34:47.614Z,ありがとうございます！1ヶ月900円はすごいです！より簡単に貯められるようこれからも改善していきます。スタンプの保留はかなり時間をかけて考えたので喜んでいただけてとっても嬉しいです！これからもよろしくお願いいたします。,9.6.2,0,[],-,-,[],[],0,0.2571810372706086,0____
07c5c896-ea81-4afd-bf0d-7f497d6097c3,Xiao XIAO,https://play-lh.googleusercontent.com/a/ACg8ocIcbALJkvVKITODnIbxSzCNZ9I-s23RGM7TzmKrHX-YuCzV7Q=mo,2024-11-20T05:07:36.858Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=07c5c896-ea81-4afd-bf0d-7f497d6097c3,,おすすめできるポイントがないアプリです。唯一良いと思えた速いポイント交換承認もものすごく遅くなった。他社の名前を騙るインチキ広告は減ったがまだある。騙しの閉じるボタン表示も改善されてない。閉じるボタンが一旦表示されて押す瞬間に消えて別の広告に飛ばすインチキも相変わらずある。,2024-11-21T02:39:05.921Z,"いつもアプリをお使いいただき、ありがとうございます！
ポイント交換承認は、Amazonギフトコードでしょうか？そちらは現在遅延している状況で申し訳ございません。
また、動画広告に関し、ご不便をおかけし申し訳ございません。

広告の内容や掲載可否については代理店に一任しております。
ご不便をおかけいたしますが、不快な広告だと感じられた場合は、スクリーンショットを撮影いただき、アプリ内より問い合わせ情報をお送りいただけないでしょうか。
該当する広告の調査を進めさせていただきます！
大変お手数かけて申し訳ございません。何卒よろしくお願いいたします。",9.5.0,115,"[{'criteria': 'vaf_never_display_ads_experience', 'rating': None}, {'criteria': 'vaf_never_display_ease_of_use', 'rating': None}]",-,- 以前は良かったポイント交換承認がものすごく遅くなった,[],"['以前', '良かっ', 'ポイント', '交換', '承認', 'ものすごく', '遅く', 'なっ']",9,0.6554245540904351,9_時間_かかり_すぎ_cm
ee355709-d93b-40d0-8c51-a43fc51bd26c,二本柳貴,https://play-lh.googleusercontent.com/a/ACg8ocLZceFLYz9CA92g6rvuLlMCqvRqec4WFgSIyhUA72bV8m3PPg=mo,2024-11-20T03:22:39.370Z,3,3,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=ee355709-d93b-40d0-8c51-a43fc51bd26c,,ポイントをGET出来ない、自分はペイペイとか使う気ないから良いけど必要な人からしたら問題じゃないかなWi-FiスポットでポイントGET!と言ってる手前ヤバイのでは？,2024-11-20T00:26:29.782Z,タウンWiFiアプリからは接続先の通信を操作するようなことができないのでもしかするとそのWi-Fiスポットの通信環境が良くないのかもしれません。Wi-Fiルーターから遠い、混雑しているなどの原因が考えられます。お手数ですがご確認いただけますと幸いです。,9.5.0,1,[],-,- ポイントがもらえないことに不満,[],"['ポイント', 'もらえ', 'こと', '不満']",12,1.0,12_ポイント_貯まら_貯まり_にくい
04278a2e-3699-4860-8a3b-4f34b6b57463,mama QP,https://play-lh.googleusercontent.com/a-/ALV-UjWIA5JdsxbzJ-6C8TUMylyT9zVKCfaBAJeRQbZk5P8EH-F_-zLd,2024-11-20T00:40:44.567Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=04278a2e-3699-4860-8a3b-4f34b6b57463,,11日にポイント交換申請していまだに交換されません。今までは２〜３日で交換されてました。ヘルプにもそういった項目ないので意味なくご意見ご要望から連絡するも連絡なし。本日19日で８日たってもポイント交換もされない、連絡もない状態です。早急に対応してもらいたいです。 動画再生後の☓ボタン小さすぎます。押しても他のサイトに飛ばされたりで無駄に時間かかります。改善お願いします。追加、有人チャットになりません。改善されないなら意味ないヘルプです。ポイント交換になってないの何故か教えて下さい。ポイント交換９日たってもされてないのが現状です。,2024-11-21T23:31:11.170Z,ヘルプで有人チャットにならないとのこと、申し訳ございません。別の手段として最新版アプリに更新していただき、その他タブのご意見・ご要望からお問い合せいただけないでしょうか？最新版ではメールアドレスを入力できたり、ユーザー様の細かい状況を確認することができます。度々お手数おかけして申し訳ございませんが交換までサポートできればと思いますのでご検討よろしくお願いいたします。,9.5.0,4,[],-,- ポイント交換が申請から8日以上経ってもされていない,[],"['ポイント', '交換', '申請', '8日', '以上', '経っ', 'さ', 'れ', 'い']",4,0.6735056081830648,4_ポイント_交換_不満_こと
562f871f-8d34-4510-a563-258d9ca64271,大和田真,https://play-lh.googleusercontent.com/a-/ALV-UjUD9_s2G2E31hreu5MpP7FsD9oDQ_YOVKtop1X6RJm5h6YdZLwo,2024-11-19T18:23:15.194Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=562f871f-8d34-4510-a563-258d9ca64271,,アップデイトてきなくなつたから,2024-11-20T00:17:04.634Z,アップデートできなくなってしまい申し訳ございません。なるべく古いAndroidバージョンのサポートも務めているのですが、開発工率の向上や新機能に対するバージョンの制約などがございましてご理解いただけますと幸いです。,8.23.0,1,"[{'criteria': 'vaf_phase1_paid_stickers', 'rating': 3}, {'criteria': 'vaf_phase1_gif_support', 'rating': 3}, {'criteria': 'vaf_phase1_voice_messaging', 'rating': 3}]",-,アップデートできなくなったことが問題。,[],"['アップデート', 'でき', 'なっ', 'こと', '問題']",8,1.0,8_アップデート_インストール_バージョンアップ_なっ
e7d9bc32-f268-4b9c-8922-dd36611c5e30,山口ばあちゃん,https://play-lh.googleusercontent.com/a/ACg8ocKdNUIxevfhjG6W_84FGJ5D-pOjH4DTBta3f5iSf6LheevXeA=mo,2024-11-19T11:40:50.310Z,1,1,https://play.google.com/store/apps/details?id=jp.wifishare.townwifi&reviewId=e7d9bc32-f268-4b9c-8922-dd36611c5e30,,私もWi-Fiに繋がっているのに接続スタンプがつかず市、町での3時間ごとのスタンプポイントしか貰えません。 接続設定、位置情報もきちんと出来ていて再起動しても一向に改善されません。 私だけと思ったら何人も同じ状況の人が居ることにびっくりです。 メンテナンス後のバージョンアップからだから原因はそこですよね。,2024-11-20T00:21:40.662Z,"全く意図しない動きとなっておりまして、ご不便おかけして大変申し訳ございません。もしよければ現状を細かく調査したいので最新版のアプリのその他タブ内にございます、ご意見ご要望から同様の内容を送っていただけないでしょうか？細かいログを見て改善ポイントを探りたいと考えております。
お手数おかけいたしますがご検討いただけますと幸いです。",9.5.0,6,[],-,- Wi-Fiに接続しているのに接続スタンプがつかない,[],"['Wi-Fi', '接続', 'し', 'いる', 'の', '接続', 'スタンプ', 'つか']",3,0.8708173881300585,3_fi_wi_wifi_接続
